patent_id,uspc_subclass_title
6978274,KNOWLEDGE PROCESSING SYSTEM
6978443,Ruled
6980114,Knowledge representation and reasoning technique
6980689,Classification or recognition
6980875,Having specific pattern matching or control technique
6980974,Medical
6980974,Genetic algorithm and genetic programming system
6980974,Fuzzy neural network
6983264,MACHINE LEARNING
6983265,Structure
6983265,Architecture
6983266,Knowledge representation and reasoning technique
6983380,MACHINE LEARNING
6985610,Classification or recognition
6985781,Learning method
6985781,Control
6985781,Modular
6985835,"Designing, planning, programming, CAD, CASE"
6985844,Fuzzy neural network
6985844,FUZZY LOGIC HARDWARE
6985844,KNOWLEDGE PROCESSING SYSTEM
6985890,Having specific pattern matching or control technique
6985890,MACHINE LEARNING
6985899,Computer program preparation
6985899,KNOWLEDGE PROCESSING SYSTEM
6985900,Having specific management of a knowledge base
6985900,Predicate logic or predicate calculus
6985900,KNOWLEDGE PROCESSING SYSTEM
6985900,Ruled
6985941,PLURAL PROCESSING SYSTEMS
6986664,Education or instruction
6986995,Medical
6987448,Medical
6988056,Classification or recognition
6988062,Ruled
6988063,KNOWLEDGE PROCESSING SYSTEM
6988088,Learning task
6988088,NEURAL NETWORK
6988089,Genetic algorithm and genetic programming system
6988090,NEURAL NETWORK
6988090,MACHINE LEARNING
6988091,"Designing, planning, programming, CAD, CASE"
6988091,KNOWLEDGE PROCESSING SYSTEM
6988368,KNOWLEDGE PROCESSING SYSTEM
6990475,Prediction
6990476,MACHINE LEARNING
6990670,PLURAL PROCESSING SYSTEMS
6992575,"Designing, planning, programming, CAD, CASE"
6993186,Classification or recognition
6993397,Prediction
6993397,Constraint optimization problem solving
6993452,NEURAL NETWORK
6993452,ADAPTIVE SYSTEM
6993452,MACHINE LEARNING
6993512,Learning task
6993512,NEURAL NETWORK
6993513,Having specific management of a knowledge base
6993513,Knowledge representation and reasoning technique
6993514,MACHINE LEARNING
6993514,ADAPTIVE SYSTEM
6993515,KNOWLEDGE PROCESSING SYSTEM
6993672,Genetic algorithm and genetic programming system
6996498,Having specific management of a knowledge base
6996548,HAVING PARTICULAR USER INTERFACE
6996548,PLURAL PROCESSING SYSTEMS
6996549,MACHINE LEARNING
6996551,Knowledge representation and reasoning technique
6996551,KNOWLEDGE PROCESSING SYSTEM
6996560,"Reasoning under uncertainty (e.g., fuzzy logic)"
6996560,KNOWLEDGE PROCESSING SYSTEM
6996560,Having specific pattern matching or control technique
6996843,Non
6996843,PLURAL PROCESSING SYSTEMS
6996843,KNOWLEDGE PROCESSING SYSTEM
6999615,Classification or recognition
6999615,Learning task
6999884,Classification or recognition
6999950,Classification or recognition
6999950,NEURAL NETWORK
6999952,NEURAL NETWORK
6999953,Architecture
6999953,Structure
6999954,HAVING PARTICULAR USER INTERFACE
6999954,ADAPTIVE SYSTEM
6999955,Ruled
7000066,Having specific management of a knowledge base
7003360,Knowledge representation and reasoning technique
7003366,Fuzzy inference processing
7003366,Defuzzification processing
7003403,NEURAL NETWORK
7003403,Prediction
7003503,Ruled
7003503,Knowledge representation and reasoning technique
7006866,Classification or recognition
7006980,Business
7006980,Ruled
7007002,NEURAL NETWORK
7007020,KNOWLEDGE PROCESSING SYSTEM
7007020,By neural network
7007020,MACHINE LEARNING
7007035,KNOWLEDGE PROCESSING SYSTEM
7007200,KNOWLEDGE PROCESSING SYSTEM
7009605,MACHINE LEARNING
7009610,"Digital fuzzy computer (e.g., controller)"
7009610,Knowledge representation and reasoning technique
7010159,Genetic algorithm and genetic programming system
7010513,Architecture
7010513,Structure
7013028,"Designing, planning, programming, CAD, CASE"
7013187,Having function generator
7013187,Having function calculator
7013227,Power plant
7013247,"Designing, planning, programming, CAD, CASE"
7013297,MACHINE LEARNING
7013297,ADAPTIVE SYSTEM
7016529,Classification or recognition
7016743,Learning method
7016743,NEURAL NETWORK
7016743,ADAPTIVE SYSTEM
7016743,Control
7016815,Classification or recognition
7016880,ADAPTIVE SYSTEM
7016880,Knowledge representation and reasoning technique
7016881,Ruled
7016881,Having specific pattern matching or control technique
7016881,Learning method
7016883,Knowledge representation and reasoning technique
7016883,MACHINE LEARNING
7016884,NEURAL NETWORK
7016885,NEURAL NETWORK
7016887,Knowledge representation and reasoning technique
7016887,ADAPTIVE SYSTEM
7016900,"Semantic network (e.g., conceptual dependency, fact based structure)"
7017079,Genetic algorithm and genetic programming system
7017079,ADAPTIVE SYSTEM
7017079,MACHINE LEARNING
7020086,Constraint optimization problem solving
7020337,Classification or recognition
7020593,MACHINE LEARNING
7020593,Classification or recognition
7020593,ADAPTIVE SYSTEM
7020595,"Reasoning under uncertainty (e.g., fuzzy logic)"
7020636,Control
7020641,Knowledge representation and reasoning technique
7020641,ADAPTIVE SYSTEM
7020643,HAVING PARTICULAR USER INTERFACE
7020643,MACHINE LEARNING
7020644,Knowledge representation and reasoning technique
7020644,KNOWLEDGE PROCESSING SYSTEM
7020668,NEURAL NETWORK
7020852,"Layout (e.g., circuit, construction)"
7020869,Ruled
7024033,Classification or recognition
7024345,Genetic algorithm and genetic programming system
7024388,MISCELLANEOUS
7024388,"Mathematics, science, or engineering"
7024388,Business
7024399,Knowledge representation and reasoning technique
7024399,Ruled
7024400,"Semantic network (e.g., conceptual dependency, fact based structure)"
7024400,Classification or recognition
7024426,Classification or recognition
7024636,"Layout (e.g., circuit, construction)"
7027446,Classification or recognition
7027446,Creation or modification
7027882,KNOWLEDGE PROCESSING SYSTEM
7027979,ADAPTIVE SYSTEM
7028002,Having specific management of a knowledge base
7028016,Knowledge representation and reasoning technique
7028016,MACHINE LEARNING
7028017,Recurrent
7028020,Ruled
7028221,Computer program preparation
7031513,ADAPTIVE SYSTEM
7031530,Classification or recognition
7031651,Education or instruction
7031885,Prediction
7031890,Semiconductor neural network
7031890,ADAPTIVE SYSTEM
7031938,KNOWLEDGE PROCESSING SYSTEM
7031948,MACHINE LEARNING
7031948,"Mathematics, science, or engineering"
7031950,NEURAL NETWORK
7031952,KNOWLEDGE PROCESSING SYSTEM
7034670,Classification or recognition
7035695,Process plant
7035695,Control
7035754,KNOWLEDGE PROCESSING SYSTEM
7035764,Learning task
7035764,"Reasoning under uncertainty (e.g., fuzzy logic)"
7035811,By neural network
7035833,"Reasoning under uncertainty (e.g., fuzzy logic)"
7035833,FUZZY LOGIC
7035834,Modifiable weight
7035835,"Hybrid network (i.e., analog and digital)"
7035836,ADAPTIVE SYSTEM
7035836,FUZZY LOGIC
7036115,Ruled
7038677,Frame
7038837,Genetic algorithm and genetic programming system
7039473,NEURAL NETWORK
7039473,PLURAL PROCESSING SYSTEMS
7039473,ADAPTIVE SYSTEM
7039564,Expert system shell or tool
7039608,Fuzzy inference processing
7039619,Structure
7039619,Architecture
7039620,Learning method
7039621,NEURAL NETWORK
7039622,Ruled
7039622,ADAPTIVE SYSTEM
7039622,MACHINE LEARNING
7039698,Ruled
7039856,Classification or recognition
7039856,NEURAL NETWORK
7043075,Classification or recognition
7043309,Knowledge representation and reasoning technique
7043309,Frame
7043412,KNOWLEDGE PROCESSING SYSTEM
7043461,MACHINE LEARNING
7043461,ADAPTIVE SYSTEM
7043464,MACHINE LEARNING
7043464,Knowledge representation and reasoning technique
7043466,Architecture
7043466,Structure
7043467,Knowledge representation and reasoning technique
7043467,Ruled
7043468,KNOWLEDGE PROCESSING SYSTEM
7043468,MACHINE LEARNING
7043678,ADAPTIVE SYSTEM
7047136,Ruled
7047136,KNOWLEDGE PROCESSING SYSTEM
7047163,ADAPTIVE SYSTEM
7047163,Having function calculator
7047163,Genetic algorithm and genetic programming system
7047163,MACHINE LEARNING
7047167,NEURAL NETWORK
7047167,Structure
7047225,KNOWLEDGE PROCESSING SYSTEM
7047226,"Semantic network (e.g., conceptual dependency, fact based structure)"
7047226,Knowledge representation and reasoning technique
7047227,HAVING PARTICULAR USER INTERFACE
7047279,HAVING PARTICULAR USER INTERFACE
7048544,HAVING PARTICULAR USER INTERFACE
7050179,Genetic algorithm and genetic programming system
7050950,Ruled
7050953,Constraint optimization problem solving
7051009,KNOWLEDGE PROCESSING SYSTEM
7051009,Knowledge representation and reasoning technique
7051010,Knowledge representation and reasoning technique
7051010,HAVING PARTICULAR USER INTERFACE
7051277,KNOWLEDGE PROCESSING SYSTEM
7051352,KNOWLEDGE PROCESSING SYSTEM
7053669,KNOWLEDGE PROCESSING SYSTEM
7053759,Classification or recognition
7053895,Digital neural network
7054793,Classification or recognition
7054847,KNOWLEDGE PROCESSING SYSTEM
7054848,ADAPTIVE SYSTEM
7054848,MACHINE LEARNING
7054849,KNOWLEDGE PROCESSING SYSTEM
7054850,Classification or recognition
7054850,Multilayer feedforward
7054861,Knowledge representation and reasoning technique
7055098,Predicate logic or predicate calculus
7055098,Knowledge representation and reasoning technique
7055098,KNOWLEDGE PROCESSING SYSTEM
7055101,Expert system shell or tool
7055101,KNOWLEDGE PROCESSING SYSTEM
7055741,Structure
7058483,Prediction
7058522,NEURAL NETWORK
7058617,Prediction
7058617,Constraint optimization problem solving
7058618,Classification or recognition
7058618,Learning method
7058893,Knowledge acquisition by a knowledge processing system
7058893,HAVING PARTICULAR USER INTERFACE
7061271,Having specific management of a knowledge base
7062475,Genetic algorithm and genetic programming system
7062475,ADAPTIVE SYSTEM
7062476,Approximation
7062476,Learning task
7062476,Classification or recognition
7062476,Learning method
7062504,Classification or recognition
7062504,KNOWLEDGE PROCESSING SYSTEM
7062715,ADAPTIVE SYSTEM
7062715,KNOWLEDGE PROCESSING SYSTEM
7062715,Knowledge acquisition by a knowledge processing system
7062715,Having specific management of a knowledge base
7062760,Ruled
7064543,Having specific pattern matching or control technique
7065419,Learning task
7065419,PLURAL PROCESSING SYSTEMS
7065419,"Digital fuzzy computer (e.g., controller)"
7065502,Education or instruction
7065510,MACHINE LEARNING
7065510,ADAPTIVE SYSTEM
7065512,ADAPTIVE SYSTEM
7065512,MACHINE LEARNING
7065513,HAVING PARTICULAR USER INTERFACE
7065513,Business
7065513,Knowledge representation and reasoning technique
7065524,KNOWLEDGE PROCESSING SYSTEM
7065532,Having specific management of a knowledge base
7065688,Parallel connection
7065745,Ruled
7065745,Knowledge representation and reasoning technique
7068282,"Designing, planning, programming, CAD, CASE"
7069254,MACHINE LEARNING
7069254,Having specific management of a knowledge base
7069255,Control
7069256,Learning method
7069257,NEURAL NETWORK
7069257,Learning method
7069258,NEURAL NETWORK
7069258,MACHINE LEARNING
7069259,Learning task
7069259,NEURAL NETWORK
7069260,KNOWLEDGE PROCESSING SYSTEM
7069260,Having specific management of a knowledge base
7069469,Frame
7069469,Having specific management of a knowledge base
7072741,Approximation
7072795,Prediction
7072841,MACHINE LEARNING
7072846,KNOWLEDGE PROCESSING SYSTEM
7072846,NEURAL NETWORK
7072871,FUZZY LOGIC
7072873,MACHINE LEARNING
7072876,MACHINE LEARNING
7072876,ADAPTIVE SYSTEM
7072877,"Reasoning under uncertainty (e.g., fuzzy logic)"
7075332,Having specific management of a knowledge base
7076313,Genetic algorithm and genetic programming system
7076392,Prediction
7076392,Having specific management of a knowledge base
7076392,Learning task
7076437,Prediction
7076456,HAVING PARTICULAR USER INTERFACE
7076473,Learning task
7076474,ADAPTIVE SYSTEM
7076474,MACHINE LEARNING
7076475,KNOWLEDGE PROCESSING SYSTEM
7076527,KNOWLEDGE PROCESSING SYSTEM
7076737,Having specific pattern matching or control technique
7076737,Knowledge acquisition by a knowledge processing system
7080052,Learning method
7080053,ADAPTIVE SYSTEM
7080053,Modifiable weight
7080054,Digital neuron processor
7080055,NEURAL NETWORK
7080055,Prediction
7080056,Genetic algorithm and genetic programming system
7080057,ADAPTIVE SYSTEM
7080057,MACHINE LEARNING
7080082,Knowledge acquisition by a knowledge processing system
7080287,KNOWLEDGE PROCESSING SYSTEM
7080322,KNOWLEDGE PROCESSING SYSTEM
7080322,Having specific management of a knowledge base
7082222,Genetic algorithm and genetic programming system
7082418,HAVING PARTICULAR USER INTERFACE
7082418,ADAPTIVE SYSTEM
7082420,Learning task
7082423,Ruled
7082423,KNOWLEDGE PROCESSING SYSTEM
7082435,Learning task
7085685,FUZZY LOGIC HARDWARE
7085685,Fuzzy inference processing
7085685,"Digital fuzzy computer (e.g., controller)"
7085692,Control
7085747,ADAPTIVE SYSTEM
7085747,Knowledge representation and reasoning technique
7085748,MACHINE LEARNING
7085748,Knowledge representation and reasoning technique
7085749,Using pulse modulation
7085749,Semiconductor neural network
7085981,MACHINE LEARNING
7089174,Recurrent
7089216,HAVING PARTICULAR USER INTERFACE
7089216,ADAPTIVE SYSTEM
7089217,ADAPTIVE SYSTEM
7089218,"Semantic network (e.g., conceptual dependency, fact based structure)"
7089220,Expert system shell or tool
7089220,Constraint optimization problem solving
7089221,KNOWLEDGE PROCESSING SYSTEM
7089221,Constraint optimization problem solving
7089221,Expert system shell or tool
7089222,KNOWLEDGE PROCESSING SYSTEM
7089223,Knowledge representation and reasoning technique
7089223,KNOWLEDGE PROCESSING SYSTEM
7089250,Prediction
7089497,PLURAL PROCESSING SYSTEMS
7089497,Knowledge acquisition by a knowledge processing system
7089497,KNOWLEDGE PROCESSING SYSTEM
7089499,NEURAL NETWORK
7089499,Knowledge representation and reasoning technique
7089543,"Semantic network (e.g., conceptual dependency, fact based structure)"
7092777,ADAPTIVE SYSTEM
7092857,Knowledge acquisition by a knowledge processing system
7092857,Having specific management of a knowledge base
7092863,Learning method
7092863,PLURAL PROCESSING SYSTEMS
7092863,Control
7092863,MACHINE LEARNING
7092894,Classification or recognition
7092894,Ruled
7092894,KNOWLEDGE PROCESSING SYSTEM
7092922,Multilayer feedforward
7092922,MACHINE LEARNING
7092922,Learning method
7092922,ADAPTIVE SYSTEM
7092925,ADAPTIVE SYSTEM
7092925,MACHINE LEARNING
7092926,MACHINE LEARNING
7092926,ADAPTIVE SYSTEM
7092927,KNOWLEDGE PROCESSING SYSTEM
7092927,"Law, law enforcement, or government"
7092927,Knowledge representation and reasoning technique
7092928,Fuzzy inference processing
7092928,KNOWLEDGE PROCESSING SYSTEM
7092929,ADAPTIVE SYSTEM
7092929,KNOWLEDGE PROCESSING SYSTEM
7092929,MACHINE LEARNING
7092993,PLURAL PROCESSING SYSTEMS
7096123,KNOWLEDGE PROCESSING SYSTEM
7096164,KNOWLEDGE PROCESSING SYSTEM
7096206,"Mathematics, science, or engineering"
7096206,Genetic algorithm and genetic programming system
7096207,KNOWLEDGE PROCESSING SYSTEM
7096208,Learning method
7096208,Classification or recognition
7096209,Classification or recognition
7096210,HAVING PARTICULAR USER INTERFACE
7096210,MACHINE LEARNING
7096211,Creation or modification
7098617,"Reasoning under uncertainty (e.g., fuzzy logic)"
7099504,KNOWLEDGE PROCESSING SYSTEM
7099505,Classification or recognition
7099727,KNOWLEDGE PROCESSING SYSTEM
7099738,"Designing, planning, programming, CAD, CASE"
7099799,Prediction
7099819,MACHINE LEARNING
7099819,Classification or recognition
7099851,MACHINE LEARNING
7099851,Knowledge representation and reasoning technique
